rules	support	confidence	lift
{hamburger meat} => {whole milk}	0.015	0.436893203883495	1.72685060823516
{whole milk} => {hamburger meat}	0.015	0.0592885375494071	1.72685060823516
{cream cheese } => {other vegetables}	0.0103333333333333	0.276785714285714	1.4827806122449
{other vegetables} => {cream cheese }	0.0103333333333333	0.0553571428571429	1.4827806122449
{cream cheese } => {whole milk}	0.0156666666666667	0.419642857142857	1.65866741953698
{whole milk} => {cream cheese }	0.0156666666666667	0.0619235836627141	1.65866741953698
{white bread} => {other vegetables}	0.0116666666666667	0.315315315315315	1.68918918918919
{other vegetables} => {white bread}	0.0116666666666667	0.0625	1.68918918918919
{white bread} => {whole milk}	0.0153333333333333	0.414414414414414	1.63800163800164
{whole milk} => {white bread}	0.0153333333333333	0.0606060606060606	1.63800163800164
{waffles} => {whole milk}	0.0123333333333333	0.308333333333333	1.21870882740448
{whole milk} => {waffles}	0.0123333333333333	0.0487483530961792	1.21870882740448
{long life bakery product} => {yogurt}	0.0103333333333333	0.269565217391304	1.88947582283625
{yogurt} => {long life bakery product}	0.0103333333333333	0.0724299065420561	1.88947582283625
{long life bakery product} => {other vegetables}	0.01	0.260869565217391	1.39751552795031
{other vegetables} => {long life bakery product}	0.01	0.0535714285714286	1.39751552795031
{long life bakery product} => {whole milk}	0.0133333333333333	0.347826086956522	1.37480666781234
{whole milk} => {long life bakery product}	0.0133333333333333	0.0527009222661397	1.37480666781234
{berries} => {whipped/sour cream}	0.0116666666666667	0.307017543859649	4.69924812030075
{whipped/sour cream} => {berries}	0.0116666666666667	0.178571428571429	4.69924812030075
{berries} => {yogurt}	0.0136666666666667	0.359649122807018	2.52090506640433
{yogurt} => {berries}	0.0136666666666667	0.0957943925233645	2.52090506640433
{berries} => {other vegetables}	0.012	0.315789473684211	1.69172932330827
{other vegetables} => {berries}	0.012	0.0642857142857143	1.69172932330827
{berries} => {whole milk}	0.014	0.368421052631579	1.45620969419596
{whole milk} => {berries}	0.014	0.0553359683794466	1.45620969419596
{chicken} => {root vegetables}	0.0126666666666667	0.27536231884058	2.71739130434783
{root vegetables} => {chicken}	0.0126666666666667	0.125	2.71739130434783
{chicken} => {rolls/buns}	0.011	0.239130434782609	1.34342940889106
{rolls/buns} => {chicken}	0.011	0.0617977528089888	1.34342940889106
{chicken} => {other vegetables}	0.0183333333333333	0.398550724637681	2.13509316770186
{other vegetables} => {chicken}	0.0183333333333333	0.0982142857142857	2.13509316770186
{chicken} => {whole milk}	0.0173333333333333	0.376811594202899	1.48937389013003
{whole milk} => {chicken}	0.0173333333333333	0.0685111989459816	1.48937389013003
{coffee} => {shopping bags}	0.0106666666666667	0.20125786163522	1.9413941636838
{shopping bags} => {coffee}	0.0106666666666667	0.102893890675241	1.9413941636838
{coffee} => {rolls/buns}	0.0103333333333333	0.19496855345912	1.09532895201753
{rolls/buns} => {coffee}	0.0103333333333333	0.0580524344569288	1.09532895201753
{coffee} => {other vegetables}	0.0113333333333333	0.213836477987421	1.1455525606469
{other vegetables} => {coffee}	0.0113333333333333	0.0607142857142857	1.1455525606469
{coffee} => {whole milk}	0.018	0.339622641509434	1.34238198225073
{whole milk} => {coffee}	0.018	0.0711462450592885	1.34238198225073
{margarine} => {yogurt}	0.013	0.258278145695364	1.8103608343133
{yogurt} => {margarine}	0.013	0.0911214953271028	1.8103608343133
{margarine} => {rolls/buns}	0.0126666666666667	0.251655629139073	1.41379566932063
{rolls/buns} => {margarine}	0.0126666666666667	0.0711610486891386	1.41379566932063
{margarine} => {other vegetables}	0.0163333333333333	0.324503311258278	1.73841059602649
{other vegetables} => {margarine}	0.0163333333333333	0.0875	1.73841059602649
{margarine} => {whole milk}	0.0176666666666667	0.350993377483444	1.38732560270136
{whole milk} => {margarine}	0.0176666666666667	0.069828722002635	1.38732560270136
{frozen vegetables} => {root vegetables}	0.0106666666666667	0.222222222222222	2.19298245614035
{root vegetables} => {frozen vegetables}	0.0106666666666667	0.105263157894737	2.19298245614035
{frozen vegetables} => {yogurt}	0.0136666666666667	0.284722222222222	1.99571651090343
{yogurt} => {frozen vegetables}	0.0136666666666667	0.0957943925233645	1.99571651090343
{frozen vegetables} => {rolls/buns}	0.0106666666666667	0.222222222222222	1.24843945068664
{rolls/buns} => {frozen vegetables}	0.0106666666666667	0.0599250936329588	1.24843945068664
{frozen vegetables} => {other vegetables}	0.0183333333333333	0.381944444444444	2.04613095238095
{other vegetables} => {frozen vegetables}	0.0183333333333333	0.0982142857142857	2.04613095238095
{frozen vegetables} => {whole milk}	0.0183333333333333	0.381944444444444	1.50966183574879
{whole milk} => {frozen vegetables}	0.0183333333333333	0.072463768115942	1.50966183574879
{bottled beer} => {bottled water}	0.0186666666666667	0.236286919831224	2.29404776535169
{bottled water} => {bottled beer}	0.0186666666666667	0.181229773462783	2.29404776535169
{bottled beer} => {root vegetables}	0.0103333333333333	0.130801687763713	1.29080612924717
{root vegetables} => {bottled beer}	0.0103333333333333	0.101973684210526	1.29080612924717
{bottled beer} => {soda}	0.0146666666666667	0.185654008438819	1.16275996934542
{soda} => {bottled beer}	0.0146666666666667	0.0918580375782881	1.16275996934542
{bottled beer} => {rolls/buns}	0.0143333333333333	0.181434599156118	1.01929550087707
{rolls/buns} => {bottled beer}	0.0143333333333333	0.0805243445692884	1.01929550087707
{bottled beer} => {other vegetables}	0.0146666666666667	0.185654008438819	0.994575045207957
{other vegetables} => {bottled beer}	0.0146666666666667	0.0785714285714286	0.994575045207957
{bottled beer} => {whole milk}	0.018	0.227848101265823	0.900585380497323
{whole milk} => {bottled beer}	0.018	0.0711462450592885	0.900585380497323
{curd} => {sausage}	0.0103333333333333	0.18562874251497	1.92029733636176
{sausage} => {curd}	0.0103333333333333	0.106896551724138	1.92029733636176
{curd} => {tropical fruit}	0.0116666666666667	0.209580838323353	2.02820166119374
{tropical fruit} => {curd}	0.0116666666666667	0.112903225806452	2.02820166119374
{curd} => {root vegetables}	0.0103333333333333	0.18562874251497	1.83186259060826
{root vegetables} => {curd}	0.0103333333333333	0.101973684210526	1.83186259060826
{curd} => {yogurt}	0.0173333333333333	0.311377245508982	2.18255078627791
{yogurt} => {curd}	0.0173333333333333	0.121495327102804	2.18255078627791
{curd} => {other vegetables}	0.0136666666666667	0.245508982035928	1.31522668947819
{other vegetables} => {curd}	0.0136666666666667	0.0732142857142857	1.31522668947819
{curd} => {whole milk}	0.027	0.48502994011976	1.91711438782514
{whole milk} => {curd}	0.027	0.106719367588933	1.91711438782514
{pork} => {root vegetables}	0.013	0.240740740740741	2.37573099415205
{root vegetables} => {pork}	0.013	0.128289473684211	2.37573099415205
{pork} => {rolls/buns}	0.0106666666666667	0.197530864197531	1.1097239561659
{rolls/buns} => {pork}	0.0106666666666667	0.0599250936329588	1.1097239561659
{pork} => {other vegetables}	0.0206666666666667	0.382716049382716	2.05026455026455
{other vegetables} => {pork}	0.0206666666666667	0.110714285714286	2.05026455026455
{pork} => {whole milk}	0.0216666666666667	0.401234567901235	1.58590738300883
{whole milk} => {pork}	0.0216666666666667	0.0856389986824769	1.58590738300883
{chocolate} => {pastry}	0.0113333333333333	0.195402298850575	2.1551724137931
{pastry} => {chocolate}	0.0113333333333333	0.125	2.1551724137931
{chocolate} => {shopping bags}	0.0116666666666667	0.201149425287356	1.94034815389733
{shopping bags} => {chocolate}	0.0116666666666667	0.112540192926045	1.94034815389733
{chocolate} => {soda}	0.0156666666666667	0.270114942528736	1.69174285508603
{soda} => {chocolate}	0.0156666666666667	0.0981210855949896	1.69174285508603
{chocolate} => {rolls/buns}	0.0133333333333333	0.229885057471264	1.29148908691722
{rolls/buns} => {chocolate}	0.0133333333333333	0.0749063670411985	1.29148908691722
{chocolate} => {other vegetables}	0.0143333333333333	0.247126436781609	1.32389162561576
{other vegetables} => {chocolate}	0.0143333333333333	0.0767857142857143	1.32389162561576
{chocolate} => {whole milk}	0.021	0.362068965517241	1.43110263050293
{whole milk} => {chocolate}	0.021	0.08300395256917	1.43110263050293
{frankfurter} => {sausage}	0.01	0.166666666666667	1.72413793103448
{sausage} => {frankfurter}	0.01	0.103448275862069	1.72413793103448
{frankfurter} => {soda}	0.01	0.166666666666667	1.04384133611691
{soda} => {frankfurter}	0.01	0.0626304801670146	1.04384133611691
{frankfurter} => {yogurt}	0.012	0.2	1.4018691588785
{yogurt} => {frankfurter}	0.012	0.0841121495327103	1.4018691588785
{frankfurter} => {rolls/buns}	0.0166666666666667	0.277777777777778	1.5605493133583
{rolls/buns} => {frankfurter}	0.0166666666666667	0.0936329588014981	1.5605493133583
{frankfurter} => {other vegetables}	0.0173333333333333	0.288888888888889	1.54761904761905
{other vegetables} => {frankfurter}	0.0173333333333333	0.0928571428571429	1.54761904761905
{frankfurter} => {whole milk}	0.0223333333333333	0.372222222222222	1.47123407992973
{whole milk} => {frankfurter}	0.0223333333333333	0.0882740447957839	1.47123407992973
{beef} => {root vegetables}	0.0173333333333333	0.295454545454545	2.91566985645933
{root vegetables} => {beef}	0.0173333333333333	0.171052631578947	2.91566985645933
{beef} => {yogurt}	0.0146666666666667	0.25	1.75233644859813
{yogurt} => {beef}	0.0146666666666667	0.102803738317757	1.75233644859813
{beef} => {rolls/buns}	0.015	0.255681818181818	1.43641470888662
{rolls/buns} => {beef}	0.015	0.0842696629213483	1.43641470888662
{beef} => {other vegetables}	0.0223333333333333	0.380681818181818	2.03936688311688
{other vegetables} => {beef}	0.0223333333333333	0.119642857142857	2.03936688311688
{beef} => {whole milk}	0.025	0.426136363636364	1.68433345310816
{whole milk} => {beef}	0.025	0.0988142292490119	1.68433345310816
{brown bread} => {citrus fruit}	0.01	0.15625	1.92110655737705
{citrus fruit} => {brown bread}	0.01	0.122950819672131	1.92110655737705
{brown bread} => {shopping bags}	0.011	0.171875	1.65795819935691
{shopping bags} => {brown bread}	0.011	0.106109324758842	1.65795819935691
{brown bread} => {sausage}	0.0106666666666667	0.166666666666667	1.72413793103448
{sausage} => {brown bread}	0.0106666666666667	0.110344827586207	1.72413793103448
{brown bread} => {tropical fruit}	0.0106666666666667	0.166666666666667	1.61290322580645
{tropical fruit} => {brown bread}	0.0106666666666667	0.103225806451613	1.61290322580645
{brown bread} => {soda}	0.01	0.15625	0.978601252609603
{soda} => {brown bread}	0.01	0.0626304801670146	0.978601252609603
{brown bread} => {yogurt}	0.0133333333333333	0.208333333333333	1.46028037383178
{yogurt} => {brown bread}	0.0133333333333333	0.0934579439252336	1.46028037383178
{brown bread} => {other vegetables}	0.018	0.28125	1.50669642857143
{other vegetables} => {brown bread}	0.018	0.0964285714285714	1.50669642857143
{brown bread} => {whole milk}	0.0253333333333333	0.395833333333333	1.56455862977602
{whole milk} => {brown bread}	0.0253333333333333	0.100131752305665	1.56455862977602
{butter} => {domestic eggs}	0.01	0.182926829268293	3.13588850174216
{domestic eggs} => {butter}	0.01	0.171428571428571	3.13588850174216
{butter} => {bottled water}	0.0123333333333333	0.225609756097561	2.19038598152972
{bottled water} => {butter}	0.0123333333333333	0.119741100323625	2.19038598152972
{butter} => {root vegetables}	0.012	0.219512195121951	2.16623876765083
{root vegetables} => {butter}	0.012	0.118421052631579	2.16623876765083
{butter} => {yogurt}	0.015	0.274390243902439	1.9232961021199
{yogurt} => {butter}	0.015	0.105140186915888	1.9232961021199
{butter} => {rolls/buns}	0.0133333333333333	0.24390243902439	1.37023842148534
{rolls/buns} => {butter}	0.0133333333333333	0.0749063670411985	1.37023842148534
{butter} => {other vegetables}	0.0196666666666667	0.359756097560976	1.92726480836237
{other vegetables} => {butter}	0.0196666666666667	0.105357142857143	1.92726480836237
{butter} => {whole milk}	0.0256666666666667	0.469512195121951	1.85577942735949
{whole milk} => {butter}	0.0256666666666667	0.101449275362319	1.85577942735949
{domestic eggs} => {citrus fruit}	0.01	0.171428571428571	2.10772833723653
{citrus fruit} => {domestic eggs}	0.01	0.122950819672131	2.10772833723653
{domestic eggs} => {root vegetables}	0.013	0.222857142857143	2.19924812030075
{root vegetables} => {domestic eggs}	0.013	0.128289473684211	2.19924812030075
{domestic eggs} => {soda}	0.0113333333333333	0.194285714285714	1.21682075753057
{soda} => {domestic eggs}	0.0113333333333333	0.0709812108559499	1.21682075753057
{domestic eggs} => {yogurt}	0.0143333333333333	0.245714285714286	1.72229639519359
{yogurt} => {domestic eggs}	0.0143333333333333	0.100467289719626	1.72229639519359
{domestic eggs} => {rolls/buns}	0.0116666666666667	0.2	1.12359550561798
{rolls/buns} => {domestic eggs}	0.0116666666666667	0.0655430711610487	1.12359550561798
{domestic eggs} => {other vegetables}	0.0216666666666667	0.371428571428571	1.98979591836735
{other vegetables} => {domestic eggs}	0.0216666666666667	0.116071428571429	1.98979591836735
{domestic eggs} => {whole milk}	0.0253333333333333	0.434285714285714	1.71654432523998
{whole milk} => {domestic eggs}	0.0253333333333333	0.100131752305665	1.71654432523998
{napkins} => {sausage}	0.0106666666666667	0.180790960451977	1.87025131502046
{sausage} => {napkins}	0.0106666666666667	0.110344827586207	1.87025131502046
{napkins} => {tropical fruit}	0.01	0.169491525423729	1.64024056861673
{tropical fruit} => {napkins}	0.01	0.0967741935483871	1.64024056861673
{napkins} => {root vegetables}	0.0126666666666667	0.214689265536723	2.11864406779661
{root vegetables} => {napkins}	0.0126666666666667	0.125	2.11864406779661
{napkins} => {soda}	0.0133333333333333	0.225988700564972	1.41537808287039
{soda} => {napkins}	0.0133333333333333	0.0835073068893528	1.41537808287039
{napkins} => {yogurt}	0.0123333333333333	0.209039548022599	1.46523047679392
{yogurt} => {napkins}	0.0123333333333333	0.0864485981308411	1.46523047679392
{napkins} => {rolls/buns}	0.013	0.220338983050847	1.23785945534184
{rolls/buns} => {napkins}	0.013	0.0730337078651685	1.23785945534184
{napkins} => {other vegetables}	0.017	0.288135593220339	1.54358353510896
{other vegetables} => {napkins}	0.017	0.0910714285714286	1.54358353510896
{napkins} => {whole milk}	0.0213333333333333	0.361581920903955	1.42917755298006
{whole milk} => {napkins}	0.0213333333333333	0.0843214756258235	1.42917755298006
{newspapers} => {bottled water}	0.0113333333333333	0.142259414225941	1.38115936141691
{bottled water} => {newspapers}	0.0113333333333333	0.110032362459547	1.38115936141691
{newspapers} => {tropical fruit}	0.0113333333333333	0.142259414225941	1.37670400863814
{tropical fruit} => {newspapers}	0.0113333333333333	0.109677419354839	1.37670400863814
{newspapers} => {root vegetables}	0.012	0.150627615062762	1.48645672759304
{root vegetables} => {newspapers}	0.012	0.118421052631579	1.48645672759304
{newspapers} => {soda}	0.014	0.175732217573222	1.10061931674252
{soda} => {newspapers}	0.014	0.0876826722338205	1.10061931674252
{newspapers} => {yogurt}	0.018	0.225941422594142	1.58370156023931
{yogurt} => {newspapers}	0.018	0.126168224299065	1.58370156023931
{newspapers} => {rolls/buns}	0.0206666666666667	0.259414225941423	1.45738329180574
{rolls/buns} => {newspapers}	0.0206666666666667	0.116104868913858	1.45738329180574
{newspapers} => {other vegetables}	0.0213333333333333	0.267782426778243	1.43454871488344
{other vegetables} => {newspapers}	0.0213333333333333	0.114285714285714	1.43454871488344
{newspapers} => {whole milk}	0.0243333333333333	0.305439330543933	1.20727008120132
{whole milk} => {newspapers}	0.0243333333333333	0.0961791831357049	1.20727008120132
{whipped/sour cream} => {tropical fruit}	0.01	0.153061224489796	1.48123765635286
{tropical fruit} => {whipped/sour cream}	0.01	0.0967741935483871	1.48123765635286
{whipped/sour cream} => {root vegetables}	0.0133333333333333	0.204081632653061	2.01396348012889
{root vegetables} => {whipped/sour cream}	0.0133333333333333	0.131578947368421	2.01396348012889
{whipped/sour cream} => {yogurt}	0.0193333333333333	0.295918367346939	2.07419416364677
{yogurt} => {whipped/sour cream}	0.0193333333333333	0.135514018691589	2.07419416364677
{whipped/sour cream} => {rolls/buns}	0.014	0.214285714285714	1.20385232744783
{rolls/buns} => {whipped/sour cream}	0.014	0.0786516853932584	1.20385232744783
{whipped/sour cream} => {other vegetables}	0.026	0.397959183673469	2.13192419825073
{other vegetables} => {whipped/sour cream}	0.026	0.139285714285714	2.13192419825073
{whipped/sour cream} => {whole milk}	0.027	0.413265306122449	1.63345970799387
{whole milk} => {whipped/sour cream}	0.027	0.106719367588933	1.63345970799387
{fruit/vegetable juice} => {shopping bags}	0.0106666666666667	0.153846153846154	1.48404650012367
{shopping bags} => {fruit/vegetable juice}	0.0106666666666667	0.102893890675241	1.48404650012367
{fruit/vegetable juice} => {bottled water}	0.014	0.201923076923077	1.96041822255415
{bottled water} => {fruit/vegetable juice}	0.014	0.135922330097087	1.96041822255414
{fruit/vegetable juice} => {sausage}	0.013	0.1875	1.93965517241379
{sausage} => {fruit/vegetable juice}	0.013	0.13448275862069	1.93965517241379
{fruit/vegetable juice} => {tropical fruit}	0.0106666666666667	0.153846153846154	1.48883374689826
{tropical fruit} => {fruit/vegetable juice}	0.0106666666666667	0.103225806451613	1.48883374689826
{fruit/vegetable juice} => {soda}	0.0176666666666667	0.254807692307692	1.59587281194797
{soda} => {fruit/vegetable juice}	0.0176666666666667	0.110647181628392	1.59587281194797
{fruit/vegetable juice} => {yogurt}	0.0173333333333333	0.25	1.75233644859813
{yogurt} => {fruit/vegetable juice}	0.0173333333333333	0.121495327102804	1.75233644859813
{fruit/vegetable juice} => {rolls/buns}	0.012	0.173076923076923	0.972342264477096
{rolls/buns} => {fruit/vegetable juice}	0.012	0.0674157303370786	0.972342264477096
{fruit/vegetable juice} => {other vegetables}	0.019	0.274038461538462	1.46806318681319
{other vegetables} => {fruit/vegetable juice}	0.019	0.101785714285714	1.46806318681319
{fruit/vegetable juice} => {whole milk}	0.0253333333333333	0.365384615384615	1.4442079659471
{whole milk} => {fruit/vegetable juice}	0.0253333333333333	0.100131752305665	1.4442079659471
{pip fruit} => {citrus fruit}	0.0133333333333333	0.187793427230047	2.3089355806973
{citrus fruit} => {pip fruit}	0.0133333333333333	0.163934426229508	2.3089355806973
{pip fruit} => {bottled water}	0.0106666666666667	0.150234741784038	1.45858972605862
{bottled water} => {pip fruit}	0.0106666666666667	0.103559870550162	1.45858972605862
{pip fruit} => {sausage}	0.0116666666666667	0.164319248826291	1.69985429820301
{sausage} => {pip fruit}	0.0116666666666667	0.120689655172414	1.69985429820301
{pip fruit} => {tropical fruit}	0.0186666666666667	0.262910798122066	2.54429804634257
{tropical fruit} => {pip fruit}	0.0186666666666667	0.180645161290323	2.54429804634257
{pip fruit} => {root vegetables}	0.0136666666666667	0.192488262910798	1.8995552260934
{root vegetables} => {pip fruit}	0.0136666666666667	0.134868421052632	1.8995552260934
{pip fruit} => {soda}	0.01	0.140845070422535	0.882119438972037
{soda} => {pip fruit}	0.01	0.0626304801670146	0.882119438972037
{pip fruit} => {yogurt}	0.015	0.211267605633803	1.48084770304067
{yogurt} => {pip fruit}	0.015	0.105140186915888	1.48084770304067
{pip fruit} => {rolls/buns}	0.0163333333333333	0.230046948356808	1.2923985862742
{rolls/buns} => {pip fruit}	0.0163333333333333	0.0917602996254682	1.2923985862742
{pip fruit} => {other vegetables}	0.028	0.394366197183099	2.11267605633803
{other vegetables} => {pip fruit}	0.028	0.15	2.11267605633803
{pip fruit} => {whole milk}	0.0256666666666667	0.36150234741784	1.4288630332721
{whole milk} => {pip fruit}	0.0256666666666667	0.101449275362319	1.4288630332721
{pastry} => {citrus fruit}	0.01	0.110294117647059	1.35607521697203
{citrus fruit} => {pastry}	0.01	0.122950819672131	1.35607521697203
{pastry} => {shopping bags}	0.013	0.143382352941176	1.38310951390202
{shopping bags} => {pastry}	0.013	0.12540192926045	1.38310951390202
{pastry} => {sausage}	0.0126666666666667	0.139705882352941	1.44523326572008
{sausage} => {pastry}	0.0126666666666667	0.131034482758621	1.44523326572008
{pastry} => {tropical fruit}	0.0123333333333333	0.136029411764706	1.31641366223909
{tropical fruit} => {pastry}	0.0123333333333333	0.119354838709677	1.31641366223909
{pastry} => {root vegetables}	0.0103333333333333	0.113970588235294	1.12470975232198
{root vegetables} => {pastry}	0.0103333333333333	0.101973684210526	1.12470975232198
{pastry} => {soda}	0.021	0.231617647058824	1.45063244504482
{soda} => {pastry}	0.021	0.131524008350731	1.45063244504482
{pastry} => {yogurt}	0.0176666666666667	0.194852941176471	1.36579164376031
{yogurt} => {pastry}	0.0176666666666667	0.123831775700935	1.36579164376031
{pastry} => {rolls/buns}	0.018	0.198529411764706	1.11533377395902
{rolls/buns} => {pastry}	0.018	0.101123595505618	1.11533377395902
{pastry} => {other vegetables}	0.024	0.264705882352941	1.41806722689076
{other vegetables} => {pastry}	0.024	0.128571428571429	1.41806722689076
{pastry} => {whole milk}	0.0363333333333333	0.400735294117647	1.58393396884445
{whole milk} => {pastry}	0.0363333333333333	0.143610013175231	1.58393396884445
{citrus fruit} => {bottled water}	0.0126666666666667	0.155737704918033	1.51201655260226
