rules	support	confidence	lift
{hamburger meat} => {other vegetables}	0.015	0.432692307692308	2.30564284738352
{other vegetables} => {hamburger meat}	0.015	0.0799289520426288	2.30564284738352
{hamburger meat} => {whole milk}	0.015	0.432692307692308	1.707995951417
{whole milk} => {hamburger meat}	0.015	0.0592105263157895	1.707995951417
{cream cheese } => {other vegetables}	0.0103333333333333	0.276785714285714	1.47487947221517
{other vegetables} => {cream cheese }	0.0103333333333333	0.0550621669626998	1.47487947221517
{cream cheese } => {whole milk}	0.0156666666666667	0.419642857142857	1.65648496240602
{whole milk} => {cream cheese }	0.0156666666666667	0.0618421052631579	1.65648496240601
{white bread} => {other vegetables}	0.0113333333333333	0.309090909090909	1.64702082996932
{other vegetables} => {white bread}	0.0113333333333333	0.0603907637655417	1.64702082996932
{white bread} => {whole milk}	0.015	0.409090909090909	1.61483253588517
{whole milk} => {white bread}	0.015	0.0592105263157895	1.61483253588517
{waffles} => {whole milk}	0.0123333333333333	0.308333333333333	1.21710526315789
{whole milk} => {waffles}	0.0123333333333333	0.0486842105263158	1.21710526315789
{long life bakery product} => {yogurt}	0.0103333333333333	0.264957264957265	1.85717709082195
{yogurt} => {long life bakery product}	0.0103333333333333	0.0724299065420561	1.85717709082195
{long life bakery product} => {other vegetables}	0.01	0.256410256410256	1.36630687252357
{other vegetables} => {long life bakery product}	0.01	0.0532859680284192	1.36630687252357
{long life bakery product} => {whole milk}	0.0136666666666667	0.35042735042735	1.38326585695007
{whole milk} => {long life bakery product}	0.0136666666666667	0.0539473684210526	1.38326585695007
{berries} => {whipped/sour cream}	0.0116666666666667	0.307017543859649	4.69924812030075
{whipped/sour cream} => {berries}	0.0116666666666667	0.178571428571429	4.69924812030075
{berries} => {yogurt}	0.0136666666666667	0.359649122807018	2.52090506640433
{yogurt} => {berries}	0.0136666666666667	0.0957943925233645	2.52090506640433
{berries} => {other vegetables}	0.012	0.315789473684211	1.68271477984482
{other vegetables} => {berries}	0.012	0.063943161634103	1.68271477984482
{berries} => {whole milk}	0.014	0.368421052631579	1.45429362880886
{whole milk} => {berries}	0.014	0.0552631578947368	1.45429362880886
{chicken} => {root vegetables}	0.0123333333333333	0.272058823529412	2.69365171811299
{root vegetables} => {chicken}	0.0123333333333333	0.122112211221122	2.69365171811299
{chicken} => {rolls/buns}	0.011	0.242647058823529	1.36063771302914
{rolls/buns} => {chicken}	0.011	0.0616822429906542	1.36063771302914
{chicken} => {other vegetables}	0.0183333333333333	0.404411764705882	2.15494723644342
{other vegetables} => {chicken}	0.0183333333333333	0.0976909413854352	2.15494723644342
{chicken} => {whole milk}	0.0176666666666667	0.389705882352941	1.53831269349845
{whole milk} => {chicken}	0.0176666666666667	0.0697368421052632	1.53831269349845
{coffee} => {shopping bags}	0.0106666666666667	0.198757763975155	1.90502649177465
{shopping bags} => {coffee}	0.0106666666666667	0.10223642172524	1.90502649177465
{coffee} => {rolls/buns}	0.0103333333333333	0.192546583850932	1.07970047019214
{rolls/buns} => {coffee}	0.0103333333333333	0.0579439252336449	1.07970047019214
{coffee} => {other vegetables}	0.0116666666666667	0.217391304347826	1.15839060931346
{other vegetables} => {coffee}	0.0116666666666667	0.0621669626998224	1.15839060931346
{coffee} => {whole milk}	0.018	0.335403726708075	1.32396207911082
{whole milk} => {coffee}	0.018	0.0710526315789474	1.32396207911082
{margarine} => {yogurt}	0.013	0.26	1.82242990654206
{yogurt} => {margarine}	0.013	0.0911214953271028	1.82242990654206
{margarine} => {rolls/buns}	0.0126666666666667	0.253333333333333	1.42056074766355
{rolls/buns} => {margarine}	0.0126666666666667	0.0710280373831776	1.42056074766355
{margarine} => {other vegetables}	0.0163333333333333	0.326666666666667	1.74067495559503
{other vegetables} => {margarine}	0.0163333333333333	0.0870337477797513	1.74067495559503
{margarine} => {whole milk}	0.0176666666666667	0.353333333333333	1.39473684210526
{whole milk} => {margarine}	0.0176666666666667	0.0697368421052632	1.39473684210526
{frozen vegetables} => {root vegetables}	0.0106666666666667	0.223776223776224	2.21560617600222
{root vegetables} => {frozen vegetables}	0.0106666666666667	0.105610561056106	2.21560617600222
{frozen vegetables} => {yogurt}	0.0136666666666667	0.286713286713287	2.00967257042023
{yogurt} => {frozen vegetables}	0.0136666666666667	0.0957943925233645	2.00967257042023
{frozen vegetables} => {rolls/buns}	0.0106666666666667	0.223776223776224	1.25481994640873
{rolls/buns} => {frozen vegetables}	0.0106666666666667	0.0598130841121495	1.25481994640873
{frozen vegetables} => {other vegetables}	0.0183333333333333	0.384615384615385	2.04946030878535
{other vegetables} => {frozen vegetables}	0.0183333333333333	0.0976909413854352	2.04946030878535
{frozen vegetables} => {whole milk}	0.0183333333333333	0.384615384615385	1.51821862348178
{whole milk} => {frozen vegetables}	0.0183333333333333	0.0723684210526316	1.51821862348178
{curd} => {sausage}	0.0103333333333333	0.18452380952381	1.90230731467845
{sausage} => {curd}	0.0103333333333333	0.106529209621993	1.90230731467845
{curd} => {tropical fruit}	0.0116666666666667	0.208333333333333	2.01612903225806
{tropical fruit} => {curd}	0.0116666666666667	0.112903225806452	2.01612903225806
{curd} => {root vegetables}	0.0103333333333333	0.18452380952381	1.82696841112683
{root vegetables} => {curd}	0.0103333333333333	0.102310231023102	1.82696841112683
{curd} => {yogurt}	0.0173333333333333	0.30952380952381	2.16955941255007
{yogurt} => {curd}	0.0173333333333333	0.121495327102804	2.16955941255007
{curd} => {other vegetables}	0.0136666666666667	0.244047619047619	1.30043136259833
{other vegetables} => {curd}	0.0136666666666667	0.0728241563055062	1.30043136259833
{curd} => {whole milk}	0.0273333333333333	0.488095238095238	1.92669172932331
{whole milk} => {curd}	0.0273333333333333	0.107894736842105	1.92669172932331
{pork} => {root vegetables}	0.013	0.242236024844721	2.39837648361109
{root vegetables} => {pork}	0.013	0.128712871287129	2.39837648361109
{pork} => {rolls/buns}	0.0106666666666667	0.198757763975155	1.11452951761769
{rolls/buns} => {pork}	0.0106666666666667	0.0598130841121495	1.11452951761769
{pork} => {other vegetables}	0.0206666666666667	0.385093167701863	2.05200622221242
{other vegetables} => {pork}	0.0206666666666667	0.1101243339254	2.05200622221242
{pork} => {whole milk}	0.0216666666666667	0.403726708074534	1.59365805818895
{whole milk} => {pork}	0.0216666666666667	0.0855263157894737	1.59365805818895
{bottled beer} => {bottled water}	0.0186666666666667	0.232365145228216	2.24869495382144
{bottled water} => {bottled beer}	0.0186666666666667	0.180645161290323	2.24869495382144
{bottled beer} => {root vegetables}	0.0103333333333333	0.128630705394191	1.27357134053654
{root vegetables} => {bottled beer}	0.0103333333333333	0.102310231023102	1.27357134053654
{bottled beer} => {soda}	0.015	0.186721991701245	1.16701244813278
{soda} => {bottled beer}	0.015	0.09375	1.16701244813278
{bottled beer} => {rolls/buns}	0.0143333333333333	0.178423236514523	1.00050412998798
{rolls/buns} => {bottled beer}	0.0143333333333333	0.0803738317757009	1.00050412998798
{bottled beer} => {other vegetables}	0.0153333333333333	0.190871369294606	1.0170765681773
{other vegetables} => {bottled beer}	0.0153333333333333	0.0817051509769094	1.0170765681773
{bottled beer} => {whole milk}	0.0183333333333333	0.228215767634855	0.900851714348111
{whole milk} => {bottled beer}	0.0183333333333333	0.0723684210526316	0.900851714348111
{chocolate} => {pastry}	0.0113333333333333	0.195402298850575	2.14727800934698
{pastry} => {chocolate}	0.0113333333333333	0.124542124542125	2.14727800934697
{chocolate} => {shopping bags}	0.0116666666666667	0.201149425287356	1.9279497631376
{shopping bags} => {chocolate}	0.0116666666666667	0.111821086261981	1.9279497631376
{chocolate} => {soda}	0.0156666666666667	0.270114942528736	1.6882183908046
{soda} => {chocolate}	0.0156666666666667	0.0979166666666667	1.6882183908046
{chocolate} => {rolls/buns}	0.0133333333333333	0.229885057471264	1.28907508862391
{rolls/buns} => {chocolate}	0.0133333333333333	0.0747663551401869	1.28907508862391
{chocolate} => {other vegetables}	0.0143333333333333	0.247126436781609	1.3168371409322
{other vegetables} => {chocolate}	0.0143333333333333	0.0763765541740675	1.3168371409322
{chocolate} => {whole milk}	0.021	0.362068965517241	1.42921960072595
{whole milk} => {chocolate}	0.021	0.0828947368421053	1.42921960072595
{beef} => {root vegetables}	0.017	0.291428571428571	2.88543140028289
{root vegetables} => {beef}	0.017	0.168316831683168	2.88543140028289
{beef} => {yogurt}	0.0143333333333333	0.245714285714286	1.72229639519359
{yogurt} => {beef}	0.0143333333333333	0.100467289719626	1.72229639519359
{beef} => {rolls/buns}	0.015	0.257142857142857	1.44192256341789
{rolls/buns} => {beef}	0.015	0.0841121495327103	1.44192256341789
{beef} => {other vegetables}	0.0223333333333333	0.382857142857143	2.04009134737376
{other vegetables} => {beef}	0.0223333333333333	0.119005328596803	2.04009134737376
{beef} => {whole milk}	0.025	0.428571428571429	1.69172932330827
{whole milk} => {beef}	0.025	0.0986842105263158	1.69172932330827
{frankfurter} => {sausage}	0.01	0.166666666666667	1.71821305841924
{sausage} => {frankfurter}	0.01	0.103092783505155	1.71821305841924
{frankfurter} => {soda}	0.01	0.166666666666667	1.04166666666667
{soda} => {frankfurter}	0.01	0.0625	1.04166666666667
{frankfurter} => {yogurt}	0.0123333333333333	0.205555555555556	1.44080996884735
{yogurt} => {frankfurter}	0.0123333333333333	0.0864485981308411	1.44080996884735
{frankfurter} => {rolls/buns}	0.0166666666666667	0.277777777777778	1.55763239875389
{rolls/buns} => {frankfurter}	0.0166666666666667	0.0934579439252336	1.55763239875389
{frankfurter} => {other vegetables}	0.0176666666666667	0.294444444444444	1.56897572528123
{other vegetables} => {frankfurter}	0.0176666666666667	0.0941385435168739	1.56897572528123
{frankfurter} => {whole milk}	0.0223333333333333	0.372222222222222	1.46929824561404
{whole milk} => {frankfurter}	0.0223333333333333	0.0881578947368421	1.46929824561404
{brown bread} => {citrus fruit}	0.01	0.15625	1.92110655737705
{citrus fruit} => {brown bread}	0.01	0.122950819672131	1.92110655737705
{brown bread} => {shopping bags}	0.011	0.171875	1.6473642172524
{shopping bags} => {brown bread}	0.011	0.105431309904153	1.6473642172524
{brown bread} => {sausage}	0.0106666666666667	0.166666666666667	1.71821305841924
{sausage} => {brown bread}	0.0106666666666667	0.109965635738832	1.71821305841924
{brown bread} => {tropical fruit}	0.0106666666666667	0.166666666666667	1.61290322580645
{tropical fruit} => {brown bread}	0.0106666666666667	0.103225806451613	1.61290322580645
{brown bread} => {soda}	0.01	0.15625	0.9765625
{soda} => {brown bread}	0.01	0.0625	0.9765625
{brown bread} => {yogurt}	0.0133333333333333	0.208333333333333	1.46028037383178
{yogurt} => {brown bread}	0.0133333333333333	0.0934579439252336	1.46028037383178
{brown bread} => {other vegetables}	0.018	0.28125	1.49866785079929
{other vegetables} => {brown bread}	0.018	0.0959147424511545	1.49866785079929
{brown bread} => {whole milk}	0.0253333333333333	0.395833333333333	1.5625
{whole milk} => {brown bread}	0.0253333333333333	0.1	1.5625
{butter} => {domestic eggs}	0.01	0.182926829268293	3.11807095343681
{domestic eggs} => {butter}	0.01	0.170454545454545	3.11807095343681
{butter} => {bottled water}	0.0123333333333333	0.225609756097561	2.18332022029898
{bottled water} => {butter}	0.0123333333333333	0.119354838709677	2.18332022029898
{butter} => {root vegetables}	0.012	0.219512195121951	2.17338807051437
{root vegetables} => {butter}	0.012	0.118811881188119	2.17338807051437
{butter} => {yogurt}	0.015	0.274390243902439	1.9232961021199
{yogurt} => {butter}	0.015	0.105140186915888	1.9232961021199
{butter} => {rolls/buns}	0.0133333333333333	0.24390243902439	1.36767722817415
{rolls/buns} => {butter}	0.0133333333333333	0.0747663551401869	1.36767722817415
{butter} => {other vegetables}	0.0196666666666667	0.359756097560976	1.9169951912663
{other vegetables} => {butter}	0.0196666666666667	0.104795737122558	1.9169951912663
{butter} => {whole milk}	0.0256666666666667	0.469512195121951	1.85333761232349
{whole milk} => {butter}	0.0256666666666667	0.101315789473684	1.85333761232349
{domestic eggs} => {citrus fruit}	0.01	0.170454545454545	2.09575260804769
{citrus fruit} => {domestic eggs}	0.01	0.122950819672131	2.09575260804769
{domestic eggs} => {root vegetables}	0.0133333333333333	0.227272727272727	2.25022502250225
{root vegetables} => {domestic eggs}	0.0133333333333333	0.132013201320132	2.25022502250225
{domestic eggs} => {soda}	0.0113333333333333	0.193181818181818	1.20738636363636
{soda} => {domestic eggs}	0.0113333333333333	0.0708333333333333	1.20738636363636
{domestic eggs} => {yogurt}	0.0143333333333333	0.244318181818182	1.7125106202209
{yogurt} => {domestic eggs}	0.0143333333333333	0.100467289719626	1.7125106202209
{domestic eggs} => {rolls/buns}	0.0116666666666667	0.198863636363636	1.11512319456245
{rolls/buns} => {domestic eggs}	0.0116666666666667	0.0654205607476635	1.11512319456245
{domestic eggs} => {other vegetables}	0.0216666666666667	0.369318181818182	1.96794768286775
{other vegetables} => {domestic eggs}	0.0216666666666667	0.115452930728242	1.96794768286775
{domestic eggs} => {whole milk}	0.0253333333333333	0.431818181818182	1.70454545454545
{whole milk} => {domestic eggs}	0.0253333333333333	0.1	1.70454545454545
{napkins} => {sausage}	0.0106666666666667	0.180790960451977	1.86382433455647
{sausage} => {napkins}	0.0106666666666667	0.109965635738832	1.86382433455647
{napkins} => {tropical fruit}	0.01	0.169491525423729	1.64024056861673
{tropical fruit} => {napkins}	0.01	0.0967741935483871	1.64024056861673
{napkins} => {root vegetables}	0.0126666666666667	0.214689265536723	2.1256362924428
{root vegetables} => {napkins}	0.0126666666666667	0.125412541254125	2.1256362924428
{napkins} => {soda}	0.0133333333333333	0.225988700564972	1.41242937853107
{soda} => {napkins}	0.0133333333333333	0.0833333333333333	1.41242937853107
{napkins} => {yogurt}	0.0123333333333333	0.209039548022599	1.46523047679392
{yogurt} => {napkins}	0.0123333333333333	0.0864485981308411	1.46523047679392
{napkins} => {rolls/buns}	0.013	0.220338983050847	1.23554569935055
{rolls/buns} => {napkins}	0.013	0.0728971962616822	1.23554569935055
{napkins} => {other vegetables}	0.017	0.288135593220339	1.53535840081886
{other vegetables} => {napkins}	0.017	0.0905861456483126	1.53535840081886
{napkins} => {whole milk}	0.0213333333333333	0.361581920903955	1.42729705619982
{whole milk} => {napkins}	0.0213333333333333	0.0842105263157895	1.42729705619982
{newspapers} => {bottled water}	0.0113333333333333	0.142259414225941	1.37670400863814
{bottled water} => {newspapers}	0.0113333333333333	0.109677419354839	1.37670400863814
{newspapers} => {tropical fruit}	0.0113333333333333	0.142259414225941	1.37670400863814
{tropical fruit} => {newspapers}	0.0113333333333333	0.109677419354839	1.37670400863814
{newspapers} => {root vegetables}	0.012	0.150627615062762	1.49136252537388
{root vegetables} => {newspapers}	0.012	0.118811881188119	1.49136252537388
{newspapers} => {soda}	0.014	0.175732217573222	1.09832635983264
{soda} => {newspapers}	0.014	0.0875	1.09832635983264
{newspapers} => {yogurt}	0.018	0.225941422594142	1.58370156023931
{yogurt} => {newspapers}	0.018	0.126168224299065	1.58370156023931
{newspapers} => {rolls/buns}	0.0206666666666667	0.259414225941423	1.45465921088648
{rolls/buns} => {newspapers}	0.0206666666666667	0.11588785046729	1.45465921088648
{newspapers} => {other vegetables}	0.0213333333333333	0.267782426778243	1.42690458318779
{other vegetables} => {newspapers}	0.0213333333333333	0.113676731793961	1.42690458318779
{newspapers} => {whole milk}	0.0243333333333333	0.305439330543933	1.20568156793658
{whole milk} => {newspapers}	0.0243333333333333	0.0960526315789474	1.20568156793658
{whipped/sour cream} => {tropical fruit}	0.01	0.153061224489796	1.48123765635286
{tropical fruit} => {whipped/sour cream}	0.01	0.0967741935483871	1.48123765635286
{whipped/sour cream} => {root vegetables}	0.0133333333333333	0.204081632653061	2.02061022428774
{root vegetables} => {whipped/sour cream}	0.0133333333333333	0.132013201320132	2.02061022428773
{whipped/sour cream} => {yogurt}	0.0193333333333333	0.295918367346939	2.07419416364677
{yogurt} => {whipped/sour cream}	0.0193333333333333	0.135514018691589	2.07419416364677
{whipped/sour cream} => {rolls/buns}	0.014	0.214285714285714	1.20160213618158
{rolls/buns} => {whipped/sour cream}	0.014	0.0785046728971963	1.20160213618158
{whipped/sour cream} => {other vegetables}	0.026	0.397959183673469	2.12056403378403
{other vegetables} => {whipped/sour cream}	0.026	0.13854351687389	2.12056403378403
{whipped/sour cream} => {whole milk}	0.027	0.413265306122449	1.6313104189044
{whole milk} => {whipped/sour cream}	0.027	0.106578947368421	1.6313104189044
{fruit/vegetable juice} => {shopping bags}	0.0106666666666667	0.153846153846154	1.47456377488326
{shopping bags} => {fruit/vegetable juice}	0.0106666666666667	0.10223642172524	1.47456377488326
{fruit/vegetable juice} => {bottled water}	0.014	0.201923076923077	1.95409429280397
{bottled water} => {fruit/vegetable juice}	0.014	0.135483870967742	1.95409429280397
{fruit/vegetable juice} => {sausage}	0.013	0.1875	1.93298969072165
{sausage} => {fruit/vegetable juice}	0.013	0.134020618556701	1.93298969072165
{fruit/vegetable juice} => {tropical fruit}	0.0106666666666667	0.153846153846154	1.48883374689826
{tropical fruit} => {fruit/vegetable juice}	0.0106666666666667	0.103225806451613	1.48883374689826
{fruit/vegetable juice} => {soda}	0.0176666666666667	0.254807692307692	1.59254807692308
{soda} => {fruit/vegetable juice}	0.0176666666666667	0.110416666666667	1.59254807692308
{fruit/vegetable juice} => {yogurt}	0.0173333333333333	0.25	1.75233644859813
{yogurt} => {fruit/vegetable juice}	0.0173333333333333	0.121495327102804	1.75233644859813
{fruit/vegetable juice} => {rolls/buns}	0.012	0.173076923076923	0.970524802300503
{rolls/buns} => {fruit/vegetable juice}	0.012	0.0672897196261682	0.970524802300503
{fruit/vegetable juice} => {other vegetables}	0.019	0.274038461538462	1.46024047000956
{other vegetables} => {fruit/vegetable juice}	0.019	0.101243339253996	1.46024047000956
{fruit/vegetable juice} => {whole milk}	0.0253333333333333	0.365384615384615	1.44230769230769
{whole milk} => {fruit/vegetable juice}	0.0253333333333333	0.1	1.44230769230769
{pip fruit} => {citrus fruit}	0.0133333333333333	0.186915887850467	2.29814616209591
{citrus fruit} => {pip fruit}	0.0133333333333333	0.163934426229508	2.29814616209591
{pip fruit} => {bottled water}	0.0106666666666667	0.149532710280374	1.44709074464878
{bottled water} => {pip fruit}	0.0106666666666667	0.103225806451613	1.44709074464878
{pip fruit} => {sausage}	0.0116666666666667	0.163551401869159	1.68609692648617
{sausage} => {pip fruit}	0.0116666666666667	0.120274914089347	1.68609692648617
{pip fruit} => {tropical fruit}	0.0186666666666667	0.261682242990654	2.53240880313536
{tropical fruit} => {pip fruit}	0.0186666666666667	0.180645161290323	2.53240880313536
{pip fruit} => {root vegetables}	0.0136666666666667	0.191588785046729	1.896918663829
{root vegetables} => {pip fruit}	0.0136666666666667	0.135313531353135	1.896918663829
{pip fruit} => {soda}	0.01	0.14018691588785	0.876168224299065
{soda} => {pip fruit}	0.01	0.0625	0.876168224299065
{pip fruit} => {yogurt}	0.0153333333333333	0.214953271028037	1.50668180627129
{yogurt} => {pip fruit}	0.0153333333333333	0.107476635514019	1.50668180627129
{pip fruit} => {rolls/buns}	0.0163333333333333	0.228971962616822	1.28395493056162
{rolls/buns} => {pip fruit}	0.0163333333333333	0.091588785046729	1.28395493056162
{pip fruit} => {other vegetables}	0.0283333333333333	0.397196261682243	2.11649873010076
{other vegetables} => {pip fruit}	0.0283333333333333	0.150976909413854	2.11649873010076
{pip fruit} => {whole milk}	0.0256666666666667	0.35981308411215	1.42031480570585
{whole milk} => {pip fruit}	0.0256666666666667	0.101315789473684	1.42031480570585
{pastry} => {citrus fruit}	0.01	0.10989010989011	1.35110790848496
{citrus fruit} => {pastry}	0.01	0.122950819672131	1.35110790848496
{pastry} => {shopping bags}	0.0133333333333333	0.146520146520147	1.40434645226978
{shopping bags} => {pastry}	0.0133333333333333	0.12779552715655	1.40434645226977
{pastry} => {sausage}	0.013	0.142857142857143	1.47275405007364
{sausage} => {pastry}	0.013	0.134020618556701	1.47275405007364
{pastry} => {tropical fruit}	0.0123333333333333	0.135531135531136	1.31159163417228
{tropical fruit} => {pastry}	0.0123333333333333	0.119354838709677	1.31159163417228
{pastry} => {root vegetables}	0.0103333333333333	0.113553113553114	1.12428825300112
{root vegetables} => {pastry}	0.0103333333333333	0.102310231023102	1.12428825300112
{pastry} => {soda}	0.0213333333333333	0.234432234432234	1.46520146520147
{soda} => {pastry}	0.0213333333333333	0.133333333333333	1.46520146520147
{pastry} => {yogurt}	0.0176666666666667	0.194139194139194	1.36078874396631
{yogurt} => {pastry}	0.0176666666666667	0.123831775700935	1.36078874396631
{pastry} => {rolls/buns}	0.0183333333333333	0.201465201465201	1.12971141008524
{rolls/buns} => {pastry}	0.0183333333333333	0.102803738317757	1.12971141008524
{pastry} => {other vegetables}	0.024	0.263736263736264	1.40534421173853
{other vegetables} => {pastry}	0.024	0.127886323268206	1.40534421173853
